T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
557.2208328	100	0	0	1	1	100	0	0							-557.2208328	1	NaN	
557.1408328	100	0	0	1	1	100	0	0							-557.1408328	1	NaN	
557.0608328	100	0	0	1	1	100	0	0							-557.0608328	1	NaN	
556.9808328	100	0	0	1	1	100	0	0							-556.9808328	1	NaN	
556.9008328	100	0	0	1	1	100	0	0							-556.9008328	1	NaN	
556.8208328	100	0	0	1	1	100	0	0							-556.8208328	1	NaN	
556.7408328	100	0	0	1	1	100	0	0							-556.7408328	1	NaN	
556.6608328	100	0	0	1	1	100	0	0							-556.6608328	1	NaN	
556.5808328	100	0	0	1	1	100	0	0							-556.5808328	1	NaN	
556.5008328	100	0	0	1	1	100	0	0							-556.5008328	1	NaN	
556.4208328	100	0	0	1	1	100	0	0							-556.4208328	1	NaN	
556.3408328	100	0	0	1	1	100	0	0							-556.3408328	1	NaN	
556.2608328	100	0	0	1	1	100	0	0							-556.2608328	1	NaN	
556.1808328	100	0	0	1	1	100	0	0							-556.1808328	1	NaN	
556.1008328	100	0	0	1	1	100	0	0							-556.1008328	1	NaN	
556.0208328	100	0	0	1	1	100	0	0							-556.0208328	1	NaN	
555.9408328	100	0	0	1	1	100	0	0							-555.9408328	1	NaN	
555.8608328	100	0	0	1	1	100	0	0							-555.8608328	1	NaN	
555.7808328	100	0	0	1	1	100	0	0							-555.7808328	1	NaN	
555.7008328	100	0	0	1	1	100	0	0							-555.7008328	1	NaN	
555.6208328	100	0	0	1	1	100	0	0							-555.6208328	1	NaN	
555.5408328	100	0	0	1	1	100	0	0							-555.5408328	1	NaN	
555.4608328	100	0	0	1	1	100	0	0							-555.4608328	1	NaN	
555.3808328	100	0	0	1	1	100	0	0							-555.3808328	1	NaN	
555.3008328	100	0	0	1	1	100	0	0							-555.3008328	1	NaN	
555.2208328	100	0	0	1	1	100	0	0							-555.2208328	1	NaN	
555.1408328	100	0	0	1	1	100	0	0							-555.1408328	1	NaN	
555.0608328	100	0	0	1	1	100	0	0							-555.0608328	1	NaN	
554.9808328	100	0	0	1	1	100	0	0							-554.9808328	1	NaN	
554.9008328	100	0	0	1	1	100	0	0							-554.9008328	1	NaN	
554.8208328	100	0	0	1	1	100	0	0							-554.8208328	1	NaN	
554.7408328	100	0	0	1	1	100	0	0							-554.7408328	1	NaN	
554.6608328	100	0	0	1	1	100	0	0							-554.6608328	1	NaN	
554.5808328	100	0	0	1	1	100	0	0							-554.5808328	1	NaN	
554.5008328	100	0	0	1	1	100	0	0							-554.5008328	1	NaN	
554.4208328	100	0	0	1	1	100	0	0							-554.4208328	1	NaN	
554.3408328	100	0	0	1	1	100	0	0							-554.3408328	1	NaN	
554.2608328	100	0	0	1	1	100	0	0							-554.2608328	1	NaN	
554.1808328	100	0	0	1	1	100	0	0							-554.1808328	1	NaN	
554.1008328	100	0	0	1	1	100	0	0							-554.1008328	1	NaN	
554.0208328	100	0	0	1	1	100	0	0							-554.0208328	1	NaN	
553.9408328	100	0	0	1	1	100	0	0							-553.9408328	1	NaN	
553.8608328	100	0	0	1	1	100	0	0							-553.8608328	1	NaN	
553.7808328	100	0	0	1	1	100	0	0							-553.7808328	1	NaN	
553.7008328	100	0	0	1	1	100	0	0							-553.7008328	1	NaN	
553.6208328	100	0	0	1	1	100	0	0							-553.6208328	1	NaN	
553.5408328	100	0	0	1	1	100	0	0							-553.5408328	1	NaN	
553.4608328	100	0	0	1	1	100	0	0							-553.4608328	1	NaN	
553.3808328	100	0	0	1	1	100	0	0							-553.3808328	1	NaN	
553.3008328	100	0	0	1	1	100	0	0							-553.3008328	1	NaN	
553.2208328	100	0	0	1	1	100	0	0							-553.2208328	1	NaN	
553.1408328	100	0	0	1	1	100	0	0							-553.1408328	1	NaN	
553.0608328	100	0	0	1	1	100	0	0							-553.0608328	1	NaN	
552.9808328	100	0	0	1	1	100	0	0							-552.9808328	1	NaN	
552.9008328	100	0	0	1	1	100	0	0							-552.9008328	1	NaN	
552.8208328	100	0	0	1	1	100	0	0							-552.8208328	1	NaN	
552.7408328	100	0	0	1	1	100	0	0							-552.7408328	1	NaN	
552.6608328	100	0	0	1	1	100	0	0							-552.6608328	1	NaN	
552.5808328	100	0	0	1	1	100	0	0							-552.5808328	1	NaN	
552.5008328	100	0	0	1	1	100	0	0							-552.5008328	1	NaN	
552.4208328	100	0	0	1	1	100	0	0							-552.4208328	1	NaN	
552.3408328	100	0	0	1	1	100	0	0							-552.3408328	1	NaN	
552.2608328	100	0	0	1	1	100	0	0							-552.2608328	1	NaN	
552.1808328	100	0	0	1	1	100	0	0							-552.1808328	1	NaN	
552.1008328	100	0	0	1	1	100	0	0							-552.1008328	1	NaN	
552.0208328	100	0	0	1	1	100	0	0							-552.0208328	1	NaN	
551.9408328	100	0	0	1	1	100	0	0							-551.9408328	1	NaN	
551.8608328	100	0	0	1	1	100	0	0							-551.8608328	1	NaN	
551.7808328	100	0	0	1	1	100	0	0							-551.7808328	1	NaN	
551.7008328	100	0	0	1	1	100	0	0							-551.7008328	1	NaN	
551.6208328	100	0	0	1	1	100	0	0							-551.6208328	1	NaN	
551.5408328	100	0	0	1	1	100	0	0							-551.5408328	1	NaN	
551.4608328	100	0	0	1	1	100	0	0							-551.4608328	1	NaN	
551.3808328	100	0	0	1	1	100	0	0							-551.3808328	1	NaN	
551.3008328	100	0	0	1	1	100	0	0							-551.3008328	1	NaN	
551.2208328	100	0	0	1	1	100	0	0							-551.2208328	1	NaN	
551.1408328	100	0	0	1	1	100	0	0							-551.1408328	1	NaN	
551.0608328	100	0	0	1	1	100	0	0							-551.0608328	1	NaN	
550.9808328	100	0	0	1	1	100	0	0							-550.9808328	1	NaN	
550.9008328	100	0	0	1	1	100	0	0							-550.9008328	1	NaN	
550.8208328	100	0	0	1	1	100	0	0							-550.8208328	1	NaN	
550.7408328	100	0	0	1	1	100	0	0							-550.7408328	1	NaN	
550.6608328	100	0	0	1	1	100	0	0							-550.6608328	1	NaN	
550.5808328	100	0	0	1	1	100	0	0							-550.5808328	1	NaN	
550.5008328	100	0	0	1	1	100	0	0							-550.5008328	1	NaN	
550.4208328	100	0	0	1	1	100	0	0							-550.4208328	1	NaN	
550.3408328	100	0	0	1	1	100	0	0							-550.3408328	1	NaN	
550.2608328	100	0	0	1	1	100	0	0							-550.2608328	1	NaN	
550.1808328	100	0	0	1	1	100	0	0							-550.1808328	1	NaN	
550.1008328	100	0	0	1	1	100	0	0							-550.1008328	1	NaN	
550.0208328	100	0	0	1	1	100	0	0							-550.0208328	1	NaN	
549.9408328	100	0	0	1	1	100	0	0							-549.9408328	1	NaN	
549.8608328	100	0	0	1	1	100	0	0							-549.8608328	1	NaN	
549.7808328	100	0	0	1	1	100	0	0							-549.7808328	1	NaN	
549.7008328	100	0	0	1	1	100	0	0							-549.7008328	1	NaN	
549.6208328	100	0	0	1	1	100	0	0							-549.6208328	1	NaN	
549.5408328	100	0	0	1	1	100	0	0							-549.5408328	1	NaN	
549.4608328	100	0	0	1	1	100	0	0							-549.4608328	1	NaN	
549.3808328	100	0	0	1	1	100	0	0							-549.3808328	1	NaN	
549.3008328	100	0	0	1	1	100	0	0							-549.3008328	1	NaN	
549.2208328	100	0	0	1	1	100	0	0							-549.2208328	1	NaN	
549.1408328	100	0	0	1	1	100	0	0							-549.1408328	1	NaN	
549.0608328	100	0	0	1	1	100	0	0							-549.0608328	1	NaN	
548.9808328	100	0	0	1	1	100	0	0							-548.9808328	1	NaN	
548.9008328	100	0	0	1	1	100	0	0							-548.9008328	1	NaN	
548.8208328	100	0	0	1	1	100	0	0							-548.8208328	1	NaN	
548.7408328	100	0	0	1	1	100	0	0							-548.7408328	1	NaN	
548.6608328	100	0	0	1	1	100	0	0							-548.6608328	1	NaN	
548.5808328	100	0	0	1	1	100	0	0							-548.5808328	1	NaN	
548.5008328	100	0	0	1	1	100	0	0							-548.5008328	1	NaN	
548.4208328	100	0	0	1	1	100	0	0							-548.4208328	1	NaN	
548.3408328	100	0	0	1	1	100	0	0							-548.3408328	1	NaN	
548.2608328	100	0	0	1	1	100	0	0							-548.2608328	1	NaN	
548.1808328	100	0	0	1	1	100	0	0							-548.1808328	1	NaN	
548.1008328	100	0	0	1	1	100	0	0							-548.1008328	1	NaN	
548.0208328	100	0	0	1	1	100	0	0							-548.0208328	1	NaN	
547.9408328	100	0	0	1	1	100	0	0							-547.9408328	1	NaN	
547.8608328	100	0	0	1	1	100	0	0							-547.8608328	1	NaN	
547.7808328	100	0	0	1	1	100	0	0							-547.7808328	1	NaN	
547.7008328	100	0	0	1	1	100	0	0							-547.7008328	1	NaN	
547.6208328	100	0	0	1	1	100	0	0							-547.6208328	1	NaN	
547.5408328	100	0	0	1	1	100	0	0							-547.5408328	1	NaN	
547.4608328	100	0	0	1	1	100	0	0							-547.4608328	1	NaN	
547.3808328	100	0	0	1	1	100	0	0							-547.3808328	1	NaN	
547.3008328	100	0	0	1	1	100	0	0							-547.3008328	1	NaN	
547.2208328	100	0	0	1	1	100	0	0							-547.2208328	1	NaN	
547.1408328	100	0	0	1	1	100	0	0							-547.1408328	1	NaN	
547.0608328	100	0	0	1	1	100	0	0							-547.0608328	1	NaN	
546.9808328	100	0	0	1	1	100	0	0							-546.9808328	1	NaN	
546.9008328	100	0	0	1	1	100	0	0							-546.9008328	1	NaN	
546.8208328	100	0	0	1	1	100	0	0							-546.8208328	1	NaN	
546.7408328	100	0	0	1	1	100	0	0							-546.7408328	1	NaN	
546.6608328	100	0	0	1	1	100	0	0							-546.6608328	1	NaN	
546.5808328	100	0	0	1	1	100	0	0							-546.5808328	1	NaN	
546.5008328	100	0	0	1	1	100	0	0							-546.5008328	1	NaN	
546.4208328	100	0	0	1	1	100	0	0							-546.4208328	1	NaN	
546.3408328	100	0	0	1	1	100	0	0							-546.3408328	1	NaN	
546.2608328	100	0	0	1	1	100	0	0							-546.2608328	1	NaN	
546.1808328	100	0	0	1	1	100	0	0							-546.1808328	1	NaN	
546.1008328	100	0	0	1	1	100	0	0							-546.1008328	1	NaN	
546.0208328	100	0	0	1	1	100	0	0							-546.0208328	1	NaN	
545.9408328	100	0	0	1	1	100	0	0							-545.9408328	1	NaN	
545.8608328	100	0	0	1	1	100	0	0							-545.8608328	1	NaN	
545.7808328	100	0	0	1	1	100	0	0							-545.7808328	1	NaN	
545.7008328	100	0	0	1	1	100	0	0							-545.7008328	1	NaN	
545.6208328	100	0	0	1	1	100	0	0							-545.6208328	1	NaN	
545.5408328	100	0	0	1	1	100	0	0							-545.5408328	1	NaN	
545.4608328	100	0	0	1	1	100	0	0							-545.4608328	1	NaN	
545.3808328	100	0	0	1	1	100	0	0							-545.3808328	1	NaN	
545.3008328	100	0	0	1	1	100	0	0							-545.3008328	1	NaN	
545.2208328	100	0	0	1	1	100	0	0							-545.2208328	1	NaN	
545.1408328	100	0	0	1	1	100	0	0							-545.1408328	1	NaN	
545.0608328	100	0	0	1	1	100	0	0							-545.0608328	1	NaN	
544.9808328	100	0	0	1	1	100	0	0							-544.9808328	1	NaN	
544.9008328	100	0	0	1	1	100	0	0							-544.9008328	1	NaN	
544.8208328	100	0	0	1	1	100	0	0							-544.8208328	1	NaN	
544.7408328	100	0	0	1	1	100	0	0							-544.7408328	1	NaN	
544.6608328	100	0	0	1	1	100	0	0							-544.6608328	1	NaN	
544.5808328	100	0	0	1	1	100	0	0							-544.5808328	1	NaN	
544.5008328	100	0	0	1	1	100	0	0							-544.5008328	1	NaN	
544.4208328	100	0	0	1	1	100	0	0							-544.4208328	1	NaN	
544.3408328	100	0	0	1	1	100	0	0							-544.3408328	1	NaN	
544.2608328	100	0	0	1	1	100	0	0							-544.2608328	1	NaN	
544.1808328	100	0	0	1	1	100	0	0							-544.1808328	1	NaN	
544.1008328	100	0	0	1	1	100	0	0							-544.1008328	1	NaN	
544.0208328	100	0	0	1	1	100	0	0							-544.0208328	1	NaN	
543.9408328	100	0	0	1	1	100	0	0							-543.9408328	1	NaN	
543.8608328	100	0	0	1	1	100	0	0							-543.8608328	1	NaN	
543.7808328	100	0	0	1	1	100	0	0							-543.7808328	1	NaN	
543.7008328	100	0	0	1	1	100	0	0							-543.7008328	1	NaN	
543.6208328	100	0	0	1	1	100	0	0							-543.6208328	1	NaN	
543.5408328	100	0	0	1	1	100	0	0							-543.5408328	1	NaN	
543.4608328	100	0	0	1	1	100	0	0							-543.4608328	1	NaN	
543.3808328	100	0	0	1	1	100	0	0							-543.3808328	1	NaN	
543.3008328	100	0	0	1	1	100	0	0							-543.3008328	1	NaN	
543.2208328	100	0	0	1	1	100	0	0							-543.2208328	1	NaN	
543.1408328	100	0	0	1	1	100	0	0							-543.1408328	1	NaN	
543.0608328	100	0	0	1	1	100	0	0							-543.0608328	1	NaN	
542.9808328	100	0	0	1	1	100	0	0							-542.9808328	1	NaN	
542.9008328	100	0	0	1	1	100	0	0							-542.9008328	1	NaN	
542.8208328	100	0	0	1	1	100	0	0							-542.8208328	1	NaN	
542.7408328	100	0	0	1	1	100	0	0							-542.7408328	1	NaN	
542.6608328	100	0	0	1	1	100	0	0							-542.6608328	1	NaN	
542.5808328	100	0	0	1	1	100	0	0							-542.5808328	1	NaN	
542.5008328	100	0	0	1	1	100	0	0							-542.5008328	1	NaN	
542.4208328	100	0	0	1	1	100	0	0							-542.4208328	1	NaN	
542.3408328	100	0	0	1	1	100	0	0							-542.3408328	1	NaN	
542.2608328	100	0	0	1	1	100	0	0							-542.2608328	1	NaN	
542.1808328	100	0	0	1	1	100	0	0							-542.1808328	1	NaN	
542.1008328	100	0	0	1	1	100	0	0							-542.1008328	1	NaN	
542.0208328	100	0	0	1	1	100	0	0							-542.0208328	1	NaN	
541.9408328	100	0	0	1	1	100	0	0							-541.9408328	1	NaN	
541.8608328	100	0	0	1	1	100	0	0							-541.8608328	1	NaN	
541.7808328	100	0	0	1	1	100	0	0							-541.7808328	1	NaN	
541.7008328	100	0	0	1	1	100	0	0							-541.7008328	1	NaN	
541.6208328	100	0	0	1	1	100	0	0							-541.6208328	1	NaN	
541.5408328	100	0	0	1	1	100	0	0							-541.5408328	1	NaN	
541.4608328	100	0	0	1	1	100	0	0							-541.4608328	1	NaN	
541.3808328	100	0	0	1	1	100	0	0							-541.3808328	1	NaN	
541.3008328	100	0	0	1	1	100	0	0							-541.3008328	1	NaN	
541.2208328	100	0	0	1	1	100	0	0							-541.2208328	1	NaN	
541.1408328	100	0	0	1	1	100	0	0							-541.1408328	1	NaN	
541.0608328	100	0	0	1	1	100	0	0							-541.0608328	1	NaN	
540.9808328	100	0	0	1	1	100	0	0							-540.9808328	1	NaN	
540.9008328	100	0	0	1	1	100	0	0							-540.9008328	1	NaN	
540.8208328	100	0	0	1	1	100	0	0							-540.8208328	1	NaN	
540.7408328	100	0	0	1	1	100	0	0							-540.7408328	1	NaN	
540.6608328	100	0	0	1	1	100	0	0							-540.6608328	1	NaN	
540.5808328	100	0	0	1	1	100	0	0							-540.5808328	1	NaN	
540.5008328	100	0	0	1	1	100	0	0							-540.5008328	1	NaN	
540.4208328	100	0	0	1	1	100	0	0							-540.4208328	1	NaN	
540.3408328	100	0	0	1	1	100	0	0							-540.3408328	1	NaN	
540.2608328	100	0	0	1	1	100	0	0							-540.2608328	1	NaN	
540.1808328	100	0	0	1	1	100	0	0							-540.1808328	1	NaN	
540.1008328	100	0	0	1	1	100	0	0							-540.1008328	1	NaN	
540.0208328	100	0	0	1	1	100	0	0							-540.0208328	1	NaN	
539.9408328	100	0	0	1	1	100	0	0							-539.9408328	1	NaN	
539.8608328	100	0	0	1	1	100	0	0							-539.8608328	1	NaN	
539.7808328	100	0	0	1	1	100	0	0							-539.7808328	1	NaN	
539.7008328	100	0	0	1	1	100	0	0							-539.7008328	1	NaN	
539.6208328	100	0	0	1	1	100	0	0							-539.6208328	1	NaN	
539.5408328	100	0	0	1	1	100	0	0							-539.5408328	1	NaN	
539.4608328	100	0	0	1	1	100	0	0							-539.4608328	1	NaN	
539.3808328	100	0	0	1	1	100	0	0							-539.3808328	1	NaN	
539.3008328	100	0	0	1	1	100	0	0							-539.3008328	1	NaN	
539.2208328	100	0	0	1	1	100	0	0							-539.2208328	1	NaN	
539.1408328	100	0	0	1	1	100	0	0							-539.1408328	1	NaN	
539.0608328	100	0	0	1	1	100	0	0							-539.0608328	1	NaN	
538.9808328	100	0	0	1	1	100	0	0							-538.9808328	1	NaN	
538.9008328	100	0	0	1	1	100	0	0							-538.9008328	1	NaN	
538.8208328	100	0	0	1	1	100	0	0							-538.8208328	1	NaN	
538.7408328	100	0	0	1	1	100	0	0							-538.7408328	1	NaN	
538.6608328	100	0	0	1	1	100	0	0							-538.6608328	1	NaN	
538.5808328	100	0	0	1	1	100	0	0							-538.5808328	1	NaN	
538.5008328	100	0	0	1	1	100	0	0							-538.5008328	1	NaN	
538.4208328	100	0	0	1	1	100	0	0							-538.4208328	1	NaN	
538.3408328	100	0	0	1	1	100	0	0							-538.3408328	1	NaN	
538.2608328	100	0	0	1	1	100	0	0							-538.2608328	1	NaN	
538.1808328	100	0	0	1	1	100	0	0							-538.1808328	1	NaN	
538.1008328	100	0	0	1	1	100	0	0							-538.1008328	1	NaN	
538.0208328	100	0	0	1	1	100	0	0							-538.0208328	1	NaN	
537.9408328	100	0	0	1	1	100	0	0							-537.9408328	1	NaN	
537.8608328	100	0	0	1	1	100	0	0							-537.8608328	1	NaN	
537.7808328	100	0	0	1	1	100	0	0							-537.7808328	1	NaN	
537.7008328	100	0	0	1	1	100	0	0							-537.7008328	1	NaN	
537.6208328	100	0	0	1	1	100	0	0							-537.6208328	1	NaN	
537.5408328	100	0	0	1	1	100	0	0							-537.5408328	1	NaN	
537.4608328	100	0	0	1	1	100	0	0							-537.4608328	1	NaN	
537.3808328	100	0	0	1	1	100	0	0							-537.3808328	1	NaN	
537.3008328	100	0	0	1	1	100	0	0							-537.3008328	1	NaN	
537.2208328	100	0	0	1	1	100	0	0							-537.2208328	1	NaN	
537.1408328	100	0	0	1	1	100	0	0							-537.1408328	1	NaN	
537.0608328	100	0	0	1	1	100	0	0							-537.0608328	1	NaN	
536.9808328	100	0	0	1	1	100	0	0							-536.9808328	1	NaN	
536.9008328	100	0	0	1	1	100	0	0							-536.9008328	1	NaN	
536.8208328	100	0	0	1	1	100	0	0							-536.8208328	1	NaN	
536.7408328	100	0	0	1	1	100	0	0							-536.7408328	1	NaN	
536.6608328	100	0	0	1	1	100	0	0							-536.6608328	1	NaN	
536.5808328	100	0	0	1	1	100	0	0							-536.5808328	1	NaN	
536.5008328	100	0	0	1	1	100	0	0							-536.5008328	1	NaN	
536.4208328	100	0	0	1	1	100	0	0							-536.4208328	1	NaN	
536.3408328	100	0	0	1	1	100	0	0							-536.3408328	1	NaN	
536.2608328	100	0	0	1	1	100	0	0							-536.2608328	1	NaN	
536.1808328	100	0	0	1	1	100	0	0							-536.1808328	1	NaN	
536.1008328	100	0	0	1	1	100	0	0							-536.1008328	1	NaN	
536.0208328	100	0	0	1	1	100	0	0							-536.0208328	1	NaN	
535.9408328	100	0	0	1	1	100	0	0							-535.9408328	1	NaN	
535.8608328	100	0	0	1	1	100	0	0							-535.8608328	1	NaN	
535.7808328	100	0	0	1	1	100	0	0							-535.7808328	1	NaN	
535.7008328	100	0	0	1	1	100	0	0							-535.7008328	1	NaN	
535.6208328	100	0	0	1	1	100	0	0							-535.6208328	1	NaN	
535.5408328	100	0	0	1	1	100	0	0							-535.5408328	1	NaN	
535.4608328	100	0	0	1	1	100	0	0							-535.4608328	1	NaN	
535.3808328	100	0	0	1	1	100	0	0							-535.3808328	1	NaN	
535.3008328	100	0	0	1	1	100	0	0							-535.3008328	1	NaN	
535.2208328	100	0	0	1	1	100	0	0							-535.2208328	1	NaN	
535.1408328	100	0	0	1	1	100	0	0							-535.1408328	1	NaN	
535.0608328	100	0	0	1	1	100	0	0							-535.0608328	1	NaN	
534.9808328	100	0	0	1	1	100	0	0							-534.9808328	1	NaN	
534.9008328	100	0	0	1	1	100	0	0							-534.9008328	1	NaN	
534.8208328	100	0	0	1	1	100	0	0							-534.8208328	1	NaN	
534.7408328	100	0	0	1	1	100	0	0							-534.7408328	1	NaN	
534.6608328	100	0	0	1	1	100	0	0							-534.6608328	1	NaN	
534.5808328	100	0	0	1	1	100	0	0							-534.5808328	1	NaN	
534.5008328	100	0	0	1	1	100	0	0							-534.5008328	1	NaN	
534.4208328	100	0	0	1	1	100	0	0							-534.4208328	1	NaN	
534.3408328	100	0	0	1	1	100	0	0							-534.3408328	1	NaN	
534.2608328	100	0	0	1	1	100	0	0							-534.2608328	1	NaN	
534.1808328	100	0	0	1	1	100	0	0							-534.1808328	1	NaN	
534.1008328	100	0	0	1	1	100	0	0							-534.1008328	1	NaN	
534.0208328	100	0	0	1	1	100	0	0							-534.0208328	1	NaN	
533.9408328	100	0	0	1	1	100	0	0							-533.9408328	1	NaN	
533.8608328	100	0	0	1	1	100	0	0							-533.8608328	1	NaN	
533.7808328	100	0	0	1	1	100	0	0							-533.7808328	1	NaN	
533.7008328	100	0	0	1	1	100	0	0							-533.7008328	1	NaN	
533.6208328	100	0	0	1	1	100	0	0							-533.6208328	1	NaN	
533.5408328	100	0	0	1	1	100	0	0							-533.5408328	1	NaN	
533.4608328	100	0	0	1	1	100	0	0							-533.4608328	1	NaN	
533.3808328	100	0	0	1	1	100	0	0							-533.3808328	1	NaN	
533.3008328	100	0	0	1	1	100	0	0							-533.3008328	1	NaN	
533.2208328	100	0	0	1	1	100	0	0							-533.2208328	1	NaN	
533.1408328	100	0	0	1	1	100	0	0							-533.1408328	1	NaN	
533.0608328	100	0	0	1	1	100	0	0							-533.0608328	1	NaN	
532.9808328	100	0	0	1	1	100	0	0							-532.9808328	1	NaN	
532.9008328	100	0	0	1	1	100	0	0							-532.9008328	1	NaN	
532.8208328	100	0	0	1	1	100	0	0							-532.8208328	1	NaN	
532.7408328	100	0	0	1	1	100	0	0							-532.7408328	1	NaN	
532.6608328	100	0	0	1	1	100	0	0							-532.6608328	1	NaN	
532.5808328	100	0	0	1	1	100	0	0							-532.5808328	1	NaN	
532.5008328	100	0	0	1	1	100	0	0							-532.5008328	1	NaN	
532.4208328	100	0	0	1	1	100	0	0							-532.4208328	1	NaN	
532.3408328	100	0	0	1	1	100	0	0							-532.3408328	1	NaN	
532.2608328	100	0	0	1	1	100	0	0							-532.2608328	1	NaN	
532.1808328	100	0	0	1	1	100	0	0							-532.1808328	1	NaN	
532.1008328	100	0	0	1	1	100	0	0							-532.1008328	1	NaN	
532.0208328	100	0	0	1	1	100	0	0							-532.0208328	1	NaN	
531.9408328	100	0	0	1	1	100	0	0							-531.9408328	1	NaN	
531.8608328	100	0	0	1	1	100	0	0							-531.8608328	1	NaN	
531.7808328	100	0	0	1	1	100	0	0							-531.7808328	1	NaN	
531.7008328	100	0	0	1	1	100	0	0							-531.7008328	1	NaN	
531.6208328	100	0	0	1	1	100	0	0							-531.6208328	1	NaN	
531.5408328	100	0	0	1	1	100	0	0							-531.5408328	1	NaN	
531.4608328	100	0	0	1	1	100	0	0							-531.4608328	1	NaN	
531.3808328	100	0	0	1	1	100	0	0							-531.3808328	1	NaN	
531.3008328	100	0	0	1	1	100	0	0							-531.3008328	1	NaN	
531.2208328	100	0	0	1	1	100	0	0							-531.2208328	1	NaN	
531.1408328	100	0	0	1	1	100	0	0							-531.1408328	1	NaN	
531.0608328	100	0	0	1	1	100	0	0							-531.0608328	1	NaN	
530.9808328	100	0	0	1	1	100	0	0							-530.9808328	1	NaN	
530.9008328	100	0	0	1	1	100	0	0							-530.9008328	1	NaN	
530.8208328	100	0	0	1	1	100	0	0							-530.8208328	1	NaN	
530.7408328	100	0	0	1	1	100	0	0							-530.7408328	1	NaN	
530.6608328	100	0	0	1	1	100	0	0							-530.6608328	1	NaN	
530.5808328	100	0	0	1	1	100	0	0							-530.5808328	1	NaN	
530.5008328	100	0	0	1	1	100	0	0							-530.5008328	1	NaN	
530.4208328	100	0	0	1	1	100	0	0							-530.4208328	1	NaN	
530.3408328	100	0	0	1	1	100	0	0							-530.3408328	1	NaN	
530.2608328	100	0	0	1	1	100	0	0							-530.2608328	1	NaN	
530.1808328	100	0	0	1	1	100	0	0							-530.1808328	1	NaN	
530.1008328	100	0	0	1	1	100	0	0							-530.1008328	1	NaN	
530.0208328	100	0	0	1	1	100	0	0							-530.0208328	1	NaN	
529.9408328	100	0	0	1	1	100	0	0							-529.9408328	1	NaN	
529.8608328	100	0	0	1	1	100	0	0							-529.8608328	1	NaN	
529.7808328	100	0	0	1	1	100	0	0							-529.7808328	1	NaN	
529.7008328	100	0	0	1	1	100	0	0							-529.7008328	1	NaN	
529.6208328	100	0	0	1	1	100	0	0							-529.6208328	1	NaN	
529.5408328	100	0	0	1	1	100	0	0							-529.5408328	1	NaN	
529.4608328	100	0	0	1	1	100	0	0							-529.4608328	1	NaN	
529.3808328	100	0	0	1	1	100	0	0							-529.3808328	1	NaN	
529.3008328	100	0	0	1	1	100	0	0							-529.3008328	1	NaN	
529.2208328	100	0	0	1	1	100	0	0							-529.2208328	1	NaN	
529.1408328	100	0	0	1	1	100	0	0							-529.1408328	1	NaN	
529.0608328	100	0	0	1	1	100	0	0							-529.0608328	1	NaN	
528.9808328	100	0	0	1	1	100	0	0							-528.9808328	1	NaN	
528.9008328	100	0	0	1	1	100	0	0							-528.9008328	1	NaN	
528.8208328	100	0	0	1	1	100	0	0							-528.8208328	1	NaN	
528.7408328	100	0	0	1	1	100	0	0							-528.7408328	1	NaN	
528.6608328	100	0	0	1	1	100	0	0							-528.6608328	1	NaN	
528.5808328	100	0	0	1	1	100	0	0							-528.5808328	1	NaN	
528.5008328	100	0	0	1	1	100	0	0							-528.5008328	1	NaN	
528.4208328	100	0	0	1	1	100	0	0							-528.4208328	1	NaN	
528.3408328	100	0	0	1	1	100	0	0							-528.3408328	1	NaN	
528.2608328	100	0	0	1	1	100	0	0							-528.2608328	1	NaN	
528.1808328	100	0	0	1	1	100	0	0							-528.1808328	1	NaN	
528.1008328	100	0	0	1	1	100	0	0							-528.1008328	1	NaN	
528.0208328	100	0	0	1	1	100	0	0							-528.0208328	1	NaN	
527.9408328	100	0	0	1	1	100	0	0							-527.9408328	1	NaN	
527.8608328	100	0	0	1	1	100	0	0							-527.8608328	1	NaN	
527.7808328	100	0	0	1	1	100	0	0							-527.7808328	1	NaN	
527.7008328	100	0	0	1	1	100	0	0							-527.7008328	1	NaN	
527.6208328	100	0	0	1	1	100	0	0							-527.6208328	1	NaN	
527.5408328	100	0	0	1	1	100	0	0							-527.5408328	1	NaN	
527.4608328	100	0	0	1	1	100	0	0							-527.4608328	1	NaN	
527.3808328	100	0	0	1	1	100	0	0							-527.3808328	1	NaN	
527.3008328	100	0	0	1	1	100	0	0							-527.3008328	1	NaN	
527.2208328	100	0	0	1	1	100	0	0							-527.2208328	1	NaN	
527.1408328	100	0	0	1	1	100	0	0							-527.1408328	1	NaN	
527.0608328	100	0	0	1	1	100	0	0							-527.0608328	1	NaN	
526.9808328	100	0	0	1	1	100	0	0							-526.9808328	1	NaN	
526.9008328	100	0	0	1	1	100	0	0							-526.9008328	1	NaN	
526.8208328	100	0	0	1	1	100	0	0							-526.8208328	1	NaN	
526.7408328	100	0	0	1	1	100	0	0							-526.7408328	1	NaN	
