T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1456.150227	8	0	92	1	1	7.999999994	0	92.00000001													-1456.150227	1	NaN	
1453.590227	8	0	92	1	1	7.999999994	0	92.00000001													-1453.590227	1	NaN	
1451.030227	8	0	92	1	1	7.999999994	0	92.00000001													-1451.030227	1	NaN	
1448.470227	8	0	92	1	1	7.999999994	0	92.00000001													-1448.470227	1	NaN	
1445.910227	8	0	92	1	1	7.999999994	0	92.00000001													-1445.910227	1	NaN	
1443.350227	8	0	92	1	1	7.999999994	0	92.00000001													-1443.350227	1	NaN	
1440.790227	8	0	92	1	1	7.999999994	0	92.00000001													-1440.790227	1	NaN	
1438.230227	8	0	92	1	1	7.999999994	0	92.00000001													-1438.230227	1	NaN	
1435.670227	8	0	92	1	1	7.999999994	0	92.00000001													-1435.670227	1	NaN	
1433.110227	8	0	92	1	1	7.999999994	0	92.00000001													-1433.110227	1	NaN	
1430.550227	8	0	92	1	1	7.999999994	0	92.00000001													-1430.550227	1	NaN	
1427.990227	8	0	92	1	1	7.999999994	0	92.00000001													-1427.990227	1	NaN	
1425.430227	8	0	92	1	1	7.999999994	0	92.00000001													-1425.430227	1	NaN	
1422.870227	8	0	92	1	1	7.999999994	0	92.00000001													-1422.870227	1	NaN	
1420.310227	8	0	92	1	1	7.999999994	0	92.00000001													-1420.310227	1	NaN	
1417.750227	8	0	92	1	1	7.999999994	0	92.00000001													-1417.750227	1	NaN	
1415.190227	8	0	92	1	1	7.999999994	0	92.00000001													-1415.190227	1	NaN	
1412.630227	8	0	92	1	1	7.999999994	0	92.00000001													-1412.630227	1	NaN	
1410.070227	8	0	92	1	1	7.999999994	0	92.00000001													-1410.070227	1	NaN	
1407.510227	8	0	92	1	1	7.999999994	0	92.00000001													-1407.510227	1	NaN	
1404.950227	8	0	92	1	1	7.999999994	0	92.00000001													-1404.950227	1	NaN	
1402.390227	8	0	92	1	1	7.999999994	0	92.00000001													-1402.390227	1	NaN	
1399.830227	8	0	92	1	1	7.999999994	0	92.00000001													-1399.830227	1	NaN	
1397.270227	8	0	92	1	1	7.999999994	0	92.00000001													-1397.270227	1	NaN	
1394.710227	8	0	92	1	1	7.999999994	0	92.00000001													-1394.710227	1	NaN	
1392.150227	8	0	92	1	1	7.999999994	0	92.00000001													-1392.150227	1	NaN	
1389.590227	8	0	92	1	1	7.999999994	0	92.00000001													-1389.590227	1	NaN	
1387.030227	8	0	92	1	1	7.999999994	0	92.00000001													-1387.030227	1	NaN	
1384.470227	8	0	92	1	1	7.999999994	0	92.00000001													-1384.470227	1	NaN	
1381.910227	8	0	92	1	1	7.999999994	0	92.00000001													-1381.910227	1	NaN	
1379.350227	8	0	92	1	1	7.999999994	0	92.00000001													-1379.350227	1	NaN	
1376.790227	8	0	92	1	1	7.999999994	0	92.00000001													-1376.790227	1	NaN	
1374.230227	8	0	92	1	1	7.999999994	0	92.00000001													-1374.230227	1	NaN	
1371.670227	8	0	92	1	1	7.999999994	0	92.00000001													-1371.670227	1	NaN	
1369.110227	8	0	92	1	1	7.999999994	0	92.00000001													-1369.110227	1	NaN	
1366.550227	8	0	92	1	1	7.999999994	0	92.00000001													-1366.550227	1	NaN	
1363.990227	8	0	92	1	1	7.999999994	0	92.00000001													-1363.990227	1	NaN	
1361.430227	8	0	92	1	1	7.999999994	0	92.00000001													-1361.430227	1	NaN	
1358.870227	8	0	92	1	1	7.999999994	0	92.00000001													-1358.870227	1	NaN	
1356.310227	8	0	92	1	1	7.999999994	0	92.00000001													-1356.310227	1	NaN	
1353.750227	8	0	92	1	1	7.999999994	0	92.00000001													-1353.750227	1	NaN	
1351.190227	8	0	92	1	1	7.999999994	0	92.00000001													-1351.190227	1	NaN	
1348.630227	8	0	92	1	1	7.999999994	0	92.00000001													-1348.630227	1	NaN	
1346.070227	8	0	92	1	1	7.999999994	0	92.00000001													-1346.070227	1	NaN	
1343.510227	8	0	92	1	1	7.999999994	0	92.00000001													-1343.510227	1	NaN	
1340.950227	8	0	92	1	1	7.999999994	0	92.00000001													-1340.950227	1	NaN	
1338.390227	8	0	92	1	1	7.999999994	0	92.00000001													-1338.390227	1	NaN	
1335.830227	8	0	92	1	1	7.999999994	0	92.00000001													-1335.830227	1	NaN	
1333.270227	8	0	92	1	1	7.999999994	0	92.00000001													-1333.270227	1	NaN	
1330.710227	8	0	92	1	1	7.999999994	0	92.00000001													-1330.710227	1	NaN	
1328.150227	8	0	92	1	1	7.999999994	0	92.00000001													-1328.150227	1	NaN	
1325.590227	8	0	92	1	1	7.999999994	0	92.00000001													-1325.590227	1	NaN	
1323.030227	8	0	92	1	1	7.999999994	0	92.00000001													-1323.030227	1	NaN	
1320.470227	8	0	92	1	1	7.999999994	0	92.00000001													-1320.470227	1	NaN	
1317.910227	8	0	92	1	1	7.999999994	0	92.00000001													-1317.910227	1	NaN	
1315.350227	8	0	92	1	1	7.999999994	0	92.00000001													-1315.350227	1	NaN	
1312.790227	8	0	92	1	1	7.999999994	0	92.00000001													-1312.790227	1	NaN	
1310.230227	8	0	92	1	1	7.999999994	0	92.00000001													-1310.230227	1	NaN	
1307.670227	8	0	92	1	1	7.999999994	0	92.00000001													-1307.670227	1	NaN	
1305.110227	8	0	92	1	1	7.999999994	0	92.00000001													-1305.110227	1	NaN	
1302.550227	8	0	92	1	1	7.999999994	0	92.00000001													-1302.550227	1	NaN	
1299.990227	8	0	92	1	1	7.999999994	0	92.00000001													-1299.990227	1	NaN	
1297.430227	8	0	92	1	1	7.999999994	0	92.00000001													-1297.430227	1	NaN	
1294.870227	8	0	92	1	1	7.999999994	0	92.00000001													-1294.870227	1	NaN	
1292.310227	8	0	92	1	1	7.999999994	0	92.00000001													-1292.310227	1	NaN	
1289.750227	8	0	92	1	1	7.999999994	0	92.00000001													-1289.750227	1	NaN	
