T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
786.1350572	94	1	5	0.9972945943	0.05353418079	96.69182748	1.501244066	1.806928453	65.7551583	30.73744425	3.507397445							43.36164434	51.06106018	5.577295482	0	0	0	-786.1350572	0.05353418079	-16.5941491559381	
785.9750572	94	1	5	0.9975786872	0.04510765132	96.68744701	1.540291926	1.772261064	65.6406222	30.89790631	3.461471496							43.36164434	51.06106018	5.577295482	0	0	0	-785.9750572	0.04510765132	-22.9899325514275	
785.8150572	94	1	5	0.9977987107	0.03893519626	96.68224251	1.577293629	1.740463863	65.53380355	31.04701039	3.419186062							43.36164434	51.06106018	5.577295482	0	0	0	-785.8150572	0.03893519626	-30.4688884640276	
785.6550572	94	1	5	0.9979749267	0.0342212292	96.6763569	1.612642584	1.711000515	65.43325987	31.18688008	3.379860043							43.36164434	51.06106018	5.577295482	0	0	0	-785.6550572	0.0342212292	-39.1503433063472	
785.4950572	94	1	5	0.9981198079	0.03052086813	96.66989226	1.646628173	1.683479562	65.33793291	31.3190714	3.342995691							43.36164434	51.06106018	5.577295482	0	0	0	-785.4950572	0.03052086813	-48.6802290271284	
785.3350572	94	1	5	0.9982412827	0.02750825997	96.66293014	1.679451933	1.657617924	65.24707374	31.44469141	3.308234846							43.36164434	51.06106018	5.577295482	0	0	0	-785.3350572	0.02750825997	-65.8226484884947	
785.0150572	94	1	5	0.9984357983	0.04699785535	96.64773844	1.742256595	1.610004967	65.07641014	31.67966854	3.243921328							43.36164434	51.06106018	5.577295482	0	0	0	-785.0150572	0.04699785535	20.0665318674044	
784.3750572	94	1	5	0.9987043936	0.07272069687	96.6133494	1.859403077	1.527247527	64.76861374	32.10029794	3.131088319							43.36164434	51.06106018	5.577295482	0	0	0	-784.3750572	0.07272069687	-141.096467936157	
783.7350572	94	1	5	0.9988805376	0.05727570197	96.57489326	1.968672225	1.456434516	64.49297473	32.47364041	3.033384858							43.36164434	51.06106018	5.577295482	0	0	0	-783.7350572	0.05727570197	-54.5444286164478	
783.0950572	94	1	5	0.9990063369	0.04714038635	96.53327993	2.07250673	1.394213339	64.24050174	32.8129308	2.946567464							43.36164434	51.06106018	5.577295482	0	0	0	-783.0950572	0.04714038635	-64.8755099084667	
782.4550572	94	1	5	1	0.4368462883	96.48906142	2.172391313	1.338547263										43.36164434	51.06106018	5.577295482				-782.4550572	0.4368462883	1.64226406835917	
782.4450572	94	1	5	1	0.4368462883	96.48906142	2.172391313	1.338547263										43.36164434	51.06106018	5.577295482				-782.4450572	0.4368462883	NaN	
782.4250572	94	1	5	1	0.4368462883	96.48906142	2.172391313	1.338547263										43.36164434	51.06106018	5.577295482				-782.4250572	0.4368462883	NaN	
