T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
719.5138879	79	19	2	1	0.6570629835	97.55015413	1.630562415	0.8192834557				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-719.5138879	0.6570629835	-4274.64175924558	
716.9538879	79	19	2	1	0.6564693894	97.59962911	1.59189407	0.8084768252				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-716.9538879	0.6564693894	-4352.16331241273	
714.3938879	79	19	2	1	0.6558863671	97.64831944	1.553963626	0.7977169388				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-714.3938879	0.6558863671	-4431.07517925342	
711.8338879	79	19	2	1	0.6553137271	97.69623621	1.516758606	0.7870051814				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-711.8338879	0.6553137271	-4511.4164120702	
709.2738879	79	19	2	1	0.6547512853	97.74339027	1.480266825	0.7763429052				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-709.2738879	0.6547512853	-4593.2282187239	
706.7138879	79	19	2	1	0.6541988626	97.78979219	1.444476381	0.7657314302				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-706.7138879	0.6541988626	-4676.55249681158	
704.1538879	79	19	2	1	0.6536562847	97.83545231	1.409375646	0.7551720452				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-704.1538879	0.6536562847	-4761.43206426682	
701.5938879	79	19	2	1	0.6531233818	97.88038074	1.374953248	0.7446660084				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-701.5938879	0.6531233818	-4847.91247623486	
699.0338879	79	19	2	1	0.6525999888	97.92458738	1.34119807	0.7342145475				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-699.0338879	0.6525999888	-4936.03960354302	
696.4738879	79	19	2	1	0.6520859445	97.96808191	1.308099232	0.7238188612				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-696.4738879	0.6520859445	-5025.86075769366	
