T	w(AL)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(AL@LIQUID)	dwdT_L(AL@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	mole/mole	kg/kg	%	%	SI				
617.6308328	100	1	1	100			-617.6308328	1	NaN	
617.4708328	100	1	1	100			-617.4708328	1	NaN	
617.3108328	100	1	1	100			-617.3108328	1	NaN	
617.1508328	100	1	1	100			-617.1508328	1	NaN	
616.9908328	100	1	1	100			-616.9908328	1	NaN	
616.8308328	100	1	1	100			-616.8308328	1	NaN	
616.6708328	100	1	1	100			-616.6708328	1	NaN	
616.5108328	100	1	1	100			-616.5108328	1	NaN	
616.3508328	100	1	1	100			-616.3508328	1	NaN	
616.1908328	100	1	1	100			-616.1908328	1	NaN	
616.0308328	100	1	1	100			-616.0308328	1	NaN	
615.8708328	100	1	1	100			-615.8708328	1	NaN	
615.7108328	100	1	1	100			-615.7108328	1	NaN	
615.5508328	100	1	1	100			-615.5508328	1	NaN	
615.3908328	100	1	1	100			-615.3908328	1	NaN	
615.2308328	100	1	1	100			-615.2308328	1	NaN	
615.0708328	100	1	1	100			-615.0708328	1	NaN	
614.9108328	100	1	1	100			-614.9108328	1	NaN	
614.7508328	100	1	1	100			-614.7508328	1	NaN	
614.5908328	100	1	1	100			-614.5908328	1	NaN	
614.4308328	100	1	1	100			-614.4308328	1	NaN	
614.2708328	100	1	1	100			-614.2708328	1	NaN	
614.1108328	100	1	1	100			-614.1108328	1	NaN	
613.9508328	100	1	1	100			-613.9508328	1	NaN	
613.7908328	100	1	1	100			-613.7908328	1	NaN	
613.6308328	100	1	1	100			-613.6308328	1	NaN	
613.4708328	100	1	1	100			-613.4708328	1	NaN	
613.3108328	100	1	1	100			-613.3108328	1	NaN	
613.1508328	100	1	1	100			-613.1508328	1	NaN	
612.9908328	100	1	1	100			-612.9908328	1	NaN	
612.8308328	100	1	1	100			-612.8308328	1	NaN	
612.6708328	100	1	1	100			-612.6708328	1	NaN	
612.5108328	100	1	1	100			-612.5108328	1	NaN	
612.3508328	100	1	1	100			-612.3508328	1	NaN	
612.1908328	100	1	1	100			-612.1908328	1	NaN	
612.0308328	100	1	1	100			-612.0308328	1	NaN	
611.8708328	100	1	1	100			-611.8708328	1	NaN	
611.7108328	100	1	1	100			-611.7108328	1	NaN	
611.5508328	100	1	1	100			-611.5508328	1	NaN	
611.3908328	100	1	1	100			-611.3908328	1	NaN	
611.2308328	100	1	1	100			-611.2308328	1	NaN	
611.0708328	100	1	1	100			-611.0708328	1	NaN	
610.9108328	100	1	1	100			-610.9108328	1	NaN	
610.7508328	100	1	1	100			-610.7508328	1	NaN	
610.5908328	100	1	1	100			-610.5908328	1	NaN	
610.4308328	100	1	1	100			-610.4308328	1	NaN	
610.2708328	100	1	1	100			-610.2708328	1	NaN	
610.1108328	100	1	1	100			-610.1108328	1	NaN	
609.9508328	100	1	1	100			-609.9508328	1	NaN	
609.7908328	100	1	1	100			-609.7908328	1	NaN	
609.6308328	100	1	1	100			-609.6308328	1	NaN	
609.4708328	100	1	1	100			-609.4708328	1	NaN	
609.3108328	100	1	1	100			-609.3108328	1	NaN	
609.1508328	100	1	1	100			-609.1508328	1	NaN	
608.9908328	100	1	1	100			-608.9908328	1	NaN	
608.8308328	100	1	1	100			-608.8308328	1	NaN	
608.6708328	100	1	1	100			-608.6708328	1	NaN	
608.5108328	100	1	1	100			-608.5108328	1	NaN	
608.3508328	100	1	1	100			-608.3508328	1	NaN	
608.1908328	100	1	1	100			-608.1908328	1	NaN	
608.0308328	100	1	1	100			-608.0308328	1	NaN	
607.8708328	100	1	1	100			-607.8708328	1	NaN	
607.7108328	100	1	1	100			-607.7108328	1	NaN	
607.5508328	100	1	1	100			-607.5508328	1	NaN	
607.3908328	100	1	1	100			-607.3908328	1	NaN	
607.2308328	100	1	1	100			-607.2308328	1	NaN	
607.0708328	100	1	1	100			-607.0708328	1	NaN	
606.9108328	100	1	1	100			-606.9108328	1	NaN	
606.7508328	100	1	1	100			-606.7508328	1	NaN	
606.5908328	100	1	1	100			-606.5908328	1	NaN	
606.4308328	100	1	1	100			-606.4308328	1	NaN	
606.2708328	100	1	1	100			-606.2708328	1	NaN	
606.1108328	100	1	1	100			-606.1108328	1	NaN	
605.9508328	100	1	1	100			-605.9508328	1	NaN	
605.7908328	100	1	1	100			-605.7908328	1	NaN	
605.6308328	100	1	1	100			-605.6308328	1	NaN	
605.4708328	100	1	1	100			-605.4708328	1	NaN	
605.3108328	100	1	1	100			-605.3108328	1	NaN	
605.1508328	100	1	1	100			-605.1508328	1	NaN	
604.9908328	100	1	1	100			-604.9908328	1	NaN	
604.8308328	100	1	1	100			-604.8308328	1	NaN	
604.6708328	100	1	1	100			-604.6708328	1	NaN	
604.5108328	100	1	1	100			-604.5108328	1	NaN	
604.3508328	100	1	1	100			-604.3508328	1	NaN	
604.1908328	100	1	1	100			-604.1908328	1	NaN	
604.0308328	100	1	1	100			-604.0308328	1	NaN	
603.8708328	100	1	1	100			-603.8708328	1	NaN	
603.7108328	100	1	1	100			-603.7108328	1	NaN	
603.5508328	100	1	1	100			-603.5508328	1	NaN	
603.3908328	100	1	1	100			-603.3908328	1	NaN	
603.2308328	100	1	1	100			-603.2308328	1	NaN	
603.0708328	100	1	1	100			-603.0708328	1	NaN	
602.9108328	100	1	1	100			-602.9108328	1	NaN	
602.7508328	100	1	1	100			-602.7508328	1	NaN	
602.5908328	100	1	1	100			-602.5908328	1	NaN	
602.4308328	100	1	1	100			-602.4308328	1	NaN	
602.2708328	100	1	1	100			-602.2708328	1	NaN	
602.1108328	100	1	1	100			-602.1108328	1	NaN	
601.9508328	100	1	1	100			-601.9508328	1	NaN	
601.7908328	100	1	1	100			-601.7908328	1	NaN	
601.6308328	100	1	1	100			-601.6308328	1	NaN	
601.4708328	100	1	1	100			-601.4708328	1	NaN	
601.3108328	100	1	1	100			-601.3108328	1	NaN	
601.1508328	100	1	1	100			-601.1508328	1	NaN	
600.9908328	100	1	1	100			-600.9908328	1	NaN	
600.8308328	100	1	1	100			-600.8308328	1	NaN	
600.6708328	100	1	1	100			-600.6708328	1	NaN	
600.5108328	100	1	1	100			-600.5108328	1	NaN	
600.3508328	100	1	1	100			-600.3508328	1	NaN	
600.1908328	100	1	1	100			-600.1908328	1	NaN	
600.0308328	100	1	1	100			-600.0308328	1	NaN	
599.8708328	100	1	1	100			-599.8708328	1	NaN	
599.7108328	100	1	1	100			-599.7108328	1	NaN	
599.5508328	100	1	1	100			-599.5508328	1	NaN	
599.3908328	100	1	1	100			-599.3908328	1	NaN	
599.2308328	100	1	1	100			-599.2308328	1	NaN	
599.0708328	100	1	1	100			-599.0708328	1	NaN	
598.9108328	100	1	1	100			-598.9108328	1	NaN	
598.7508328	100	1	1	100			-598.7508328	1	NaN	
598.5908328	100	1	1	100			-598.5908328	1	NaN	
598.4308328	100	1	1	100			-598.4308328	1	NaN	
598.2708328	100	1	1	100			-598.2708328	1	NaN	
598.1108328	100	1	1	100			-598.1108328	1	NaN	
597.9508328	100	1	1	100			-597.9508328	1	NaN	
597.7908328	100	1	1	100			-597.7908328	1	NaN	
597.6308328	100	1	1	100			-597.6308328	1	NaN	
597.4708328	100	1	1	100			-597.4708328	1	NaN	
597.3108328	100	1	1	100			-597.3108328	1	NaN	
597.1508328	100	1	1	100			-597.1508328	1	NaN	
596.9908328	100	1	1	100			-596.9908328	1	NaN	
596.8308328	100	1	1	100			-596.8308328	1	NaN	
596.6708328	100	1	1	100			-596.6708328	1	NaN	
596.5108328	100	1	1	100			-596.5108328	1	NaN	
596.3508328	100	1	1	100			-596.3508328	1	NaN	
596.1908328	100	1	1	100			-596.1908328	1	NaN	
596.0308328	100	1	1	100			-596.0308328	1	NaN	
595.8708328	100	1	1	100			-595.8708328	1	NaN	
595.7108328	100	1	1	100			-595.7108328	1	NaN	
595.5508328	100	1	1	100			-595.5508328	1	NaN	
595.3908328	100	1	1	100			-595.3908328	1	NaN	
595.2308328	100	1	1	100			-595.2308328	1	NaN	
595.0708328	100	1	1	100			-595.0708328	1	NaN	
594.9108328	100	1	1	100			-594.9108328	1	NaN	
594.7508328	100	1	1	100			-594.7508328	1	NaN	
594.5908328	100	1	1	100			-594.5908328	1	NaN	
594.4308328	100	1	1	100			-594.4308328	1	NaN	
594.2708328	100	1	1	100			-594.2708328	1	NaN	
594.1108328	100	1	1	100			-594.1108328	1	NaN	
593.9508328	100	1	1	100			-593.9508328	1	NaN	
593.7908328	100	1	1	100			-593.7908328	1	NaN	
593.6308328	100	1	1	100			-593.6308328	1	NaN	
593.4708328	100	1	1	100			-593.4708328	1	NaN	
593.3108328	100	1	1	100			-593.3108328	1	NaN	
593.1508328	100	1	1	100			-593.1508328	1	NaN	
592.9908328	100	1	1	100			-592.9908328	1	NaN	
592.8308328	100	1	1	100			-592.8308328	1	NaN	
592.6708328	100	1	1	100			-592.6708328	1	NaN	
592.5108328	100	1	1	100			-592.5108328	1	NaN	
592.3508328	100	1	1	100			-592.3508328	1	NaN	
592.1908328	100	1	1	100			-592.1908328	1	NaN	
592.0308328	100	1	1	100			-592.0308328	1	NaN	
591.8708328	100	1	1	100			-591.8708328	1	NaN	
591.7108328	100	1	1	100			-591.7108328	1	NaN	
591.5508328	100	1	1	100			-591.5508328	1	NaN	
591.3908328	100	1	1	100			-591.3908328	1	NaN	
591.2308328	100	1	1	100			-591.2308328	1	NaN	
591.0708328	100	1	1	100			-591.0708328	1	NaN	
590.9108328	100	1	1	100			-590.9108328	1	NaN	
590.7508328	100	1	1	100			-590.7508328	1	NaN	
590.5908328	100	1	1	100			-590.5908328	1	NaN	
590.4308328	100	1	1	100			-590.4308328	1	NaN	
590.2708328	100	1	1	100			-590.2708328	1	NaN	
590.1108328	100	1	1	100			-590.1108328	1	NaN	
589.9508328	100	1	1	100			-589.9508328	1	NaN	
589.7908328	100	1	1	100			-589.7908328	1	NaN	
589.6308328	100	1	1	100			-589.6308328	1	NaN	
589.4708328	100	1	1	100			-589.4708328	1	NaN	
589.3108328	100	1	1	100			-589.3108328	1	NaN	
589.1508328	100	1	1	100			-589.1508328	1	NaN	
588.9908328	100	1	1	100			-588.9908328	1	NaN	
588.8308328	100	1	1	100			-588.8308328	1	NaN	
588.6708328	100	1	1	100			-588.6708328	1	NaN	
588.5108328	100	1	1	100			-588.5108328	1	NaN	
588.3508328	100	1	1	100			-588.3508328	1	NaN	
588.1908328	100	1	1	100			-588.1908328	1	NaN	
588.0308328	100	1	1	100			-588.0308328	1	NaN	
587.8708328	100	1	1	100			-587.8708328	1	NaN	
587.7108328	100	1	1	100			-587.7108328	1	NaN	
587.5508328	100	1	1	100			-587.5508328	1	NaN	
587.3908328	100	1	1	100			-587.3908328	1	NaN	
587.2308328	100	1	1	100			-587.2308328	1	NaN	
587.0708328	100	1	1	100			-587.0708328	1	NaN	
586.9108328	100	1	1	100			-586.9108328	1	NaN	
586.7508328	100	1	1	100			-586.7508328	1	NaN	
586.5908328	100	1	1	100			-586.5908328	1	NaN	
586.4308328	100	1	1	100			-586.4308328	1	NaN	
586.2708328	100	1	1	100			-586.2708328	1	NaN	
586.1108328	100	1	1	100			-586.1108328	1	NaN	
585.9508328	100	1	1	100			-585.9508328	1	NaN	
585.7908328	100	1	1	100			-585.7908328	1	NaN	
585.6308328	100	1	1	100			-585.6308328	1	NaN	
585.4708328	100	1	1	100			-585.4708328	1	NaN	
585.3108328	100	1	1	100			-585.3108328	1	NaN	
585.1508328	100	1	1	100			-585.1508328	1	NaN	
584.9908328	100	1	1	100			-584.9908328	1	NaN	
584.8308328	100	1	1	100			-584.8308328	1	NaN	
584.6708328	100	1	1	100			-584.6708328	1	NaN	
584.5108328	100	1	1	100			-584.5108328	1	NaN	
584.3508328	100	1	1	100			-584.3508328	1	NaN	
584.1908328	100	1	1	100			-584.1908328	1	NaN	
584.0308328	100	1	1	100			-584.0308328	1	NaN	
583.8708328	100	1	1	100			-583.8708328	1	NaN	
583.7108328	100	1	1	100			-583.7108328	1	NaN	
583.5508328	100	1	1	100			-583.5508328	1	NaN	
583.3908328	100	1	1	100			-583.3908328	1	NaN	
583.2308328	100	1	1	100			-583.2308328	1	NaN	
583.0708328	100	1	1	100			-583.0708328	1	NaN	
582.9108328	100	1	1	100			-582.9108328	1	NaN	
582.7508328	100	1	1	100			-582.7508328	1	NaN	
582.5908328	100	1	1	100			-582.5908328	1	NaN	
582.4308328	100	1	1	100			-582.4308328	1	NaN	
582.2708328	100	1	1	100			-582.2708328	1	NaN	
582.1108328	100	1	1	100			-582.1108328	1	NaN	
581.9508328	100	1	1	100			-581.9508328	1	NaN	
581.7908328	100	1	1	100			-581.7908328	1	NaN	
581.6308328	100	1	1	100			-581.6308328	1	NaN	
581.4708328	100	1	1	100			-581.4708328	1	NaN	
581.3108328	100	1	1	100			-581.3108328	1	NaN	
581.1508328	100	1	1	100			-581.1508328	1	NaN	
580.9908328	100	1	1	100			-580.9908328	1	NaN	
580.8308328	100	1	1	100			-580.8308328	1	NaN	
580.6708328	100	1	1	100			-580.6708328	1	NaN	
580.5108328	100	1	1	100			-580.5108328	1	NaN	
580.3508328	100	1	1	100			-580.3508328	1	NaN	
580.1908328	100	1	1	100			-580.1908328	1	NaN	
580.0308328	100	1	1	100			-580.0308328	1	NaN	
579.8708328	100	1	1	100			-579.8708328	1	NaN	
579.7108328	100	1	1	100			-579.7108328	1	NaN	
579.5508328	100	1	1	100			-579.5508328	1	NaN	
579.3908328	100	1	1	100			-579.3908328	1	NaN	
579.2308328	100	1	1	100			-579.2308328	1	NaN	
579.0708328	100	1	1	100			-579.0708328	1	NaN	
578.9108328	100	1	1	100			-578.9108328	1	NaN	
578.7508328	100	1	1	100			-578.7508328	1	NaN	
578.5908328	100	1	1	100			-578.5908328	1	NaN	
578.4308328	100	1	1	100			-578.4308328	1	NaN	
578.2708328	100	1	1	100			-578.2708328	1	NaN	
578.1108328	100	1	1	100			-578.1108328	1	NaN	
577.9508328	100	1	1	100			-577.9508328	1	NaN	
577.7908328	100	1	1	100			-577.7908328	1	NaN	
577.6308328	100	1	1	100			-577.6308328	1	NaN	
577.4708328	100	1	1	100			-577.4708328	1	NaN	
577.3108328	100	1	1	100			-577.3108328	1	NaN	
577.1508328	100	1	1	100			-577.1508328	1	NaN	
576.9908328	100	1	1	100			-576.9908328	1	NaN	
576.8308328	100	1	1	100			-576.8308328	1	NaN	
576.6708328	100	1	1	100			-576.6708328	1	NaN	
576.5108328	100	1	1	100			-576.5108328	1	NaN	
576.3508328	100	1	1	100			-576.3508328	1	NaN	
576.1908328	100	1	1	100			-576.1908328	1	NaN	
576.0308328	100	1	1	100			-576.0308328	1	NaN	
575.8708328	100	1	1	100			-575.8708328	1	NaN	
575.7108328	100	1	1	100			-575.7108328	1	NaN	
575.5508328	100	1	1	100			-575.5508328	1	NaN	
575.3908328	100	1	1	100			-575.3908328	1	NaN	
575.2308328	100	1	1	100			-575.2308328	1	NaN	
575.0708328	100	1	1	100			-575.0708328	1	NaN	
574.9108328	100	1	1	100			-574.9108328	1	NaN	
574.7508328	100	1	1	100			-574.7508328	1	NaN	
574.5908328	100	1	1	100			-574.5908328	1	NaN	
574.4308328	100	1	1	100			-574.4308328	1	NaN	
574.2708328	100	1	1	100			-574.2708328	1	NaN	
574.1108328	100	1	1	100			-574.1108328	1	NaN	
573.9508328	100	1	1	100			-573.9508328	1	NaN	
573.7908328	100	1	1	100			-573.7908328	1	NaN	
573.6308328	100	1	1	100			-573.6308328	1	NaN	
573.4708328	100	1	1	100			-573.4708328	1	NaN	
573.3108328	100	1	1	100			-573.3108328	1	NaN	
573.1508328	100	1	1	100			-573.1508328	1	NaN	
572.9908328	100	1	1	100			-572.9908328	1	NaN	
572.8308328	100	1	1	100			-572.8308328	1	NaN	
572.6708328	100	1	1	100			-572.6708328	1	NaN	
572.5108328	100	1	1	100			-572.5108328	1	NaN	
572.3508328	100	1	1	100			-572.3508328	1	NaN	
572.1908328	100	1	1	100			-572.1908328	1	NaN	
572.0308328	100	1	1	100			-572.0308328	1	NaN	
571.8708328	100	1	1	100			-571.8708328	1	NaN	
571.7108328	100	1	1	100			-571.7108328	1	NaN	
571.5508328	100	1	1	100			-571.5508328	1	NaN	
571.3908328	100	1	1	100			-571.3908328	1	NaN	
571.2308328	100	1	1	100			-571.2308328	1	NaN	
571.0708328	100	1	1	100			-571.0708328	1	NaN	
570.9108328	100	1	1	100			-570.9108328	1	NaN	
570.7508328	100	1	1	100			-570.7508328	1	NaN	
570.5908328	100	1	1	100			-570.5908328	1	NaN	
570.4308328	100	1	1	100			-570.4308328	1	NaN	
570.2708328	100	1	1	100			-570.2708328	1	NaN	
570.1108328	100	1	1	100			-570.1108328	1	NaN	
569.9508328	100	1	1	100			-569.9508328	1	NaN	
569.7908328	100	1	1	100			-569.7908328	1	NaN	
569.6308328	100	1	1	100			-569.6308328	1	NaN	
569.4708328	100	1	1	100			-569.4708328	1	NaN	
569.3108328	100	1	1	100			-569.3108328	1	NaN	
569.1508328	100	1	1	100			-569.1508328	1	NaN	
568.9908328	100	1	1	100			-568.9908328	1	NaN	
568.8308328	100	1	1	100			-568.8308328	1	NaN	
568.6708328	100	1	1	100			-568.6708328	1	NaN	
568.5108328	100	1	1	100			-568.5108328	1	NaN	
568.3508328	100	1	1	100			-568.3508328	1	NaN	
568.1908328	100	1	1	100			-568.1908328	1	NaN	
568.0308328	100	1	1	100			-568.0308328	1	NaN	
567.8708328	100	1	1	100			-567.8708328	1	NaN	
567.7108328	100	1	1	100			-567.7108328	1	NaN	
567.5508328	100	1	1	100			-567.5508328	1	NaN	
567.3908328	100	1	1	100			-567.3908328	1	NaN	
567.2308328	100	1	1	100			-567.2308328	1	NaN	
567.0708328	100	1	1	100			-567.0708328	1	NaN	
566.9108328	100	1	1	100			-566.9108328	1	NaN	
566.7508328	100	1	1	100			-566.7508328	1	NaN	
566.5908328	100	1	1	100			-566.5908328	1	NaN	
566.4308328	100	1	1	100			-566.4308328	1	NaN	
566.2708328	100	1	1	100			-566.2708328	1	NaN	
566.1108328	100	1	1	100			-566.1108328	1	NaN	
565.9508328	100	1	1	100			-565.9508328	1	NaN	
565.7908328	100	1	1	100			-565.7908328	1	NaN	
565.6308328	100	1	1	100			-565.6308328	1	NaN	
565.4708328	100	1	1	100			-565.4708328	1	NaN	
565.3108328	100	1	1	100			-565.3108328	1	NaN	
565.1508328	100	1	1	100			-565.1508328	1	NaN	
564.9908328	100	1	1	100			-564.9908328	1	NaN	
564.8308328	100	1	1	100			-564.8308328	1	NaN	
564.6708328	100	1	1	100			-564.6708328	1	NaN	
564.5108328	100	1	1	100			-564.5108328	1	NaN	
564.3508328	100	1	1	100			-564.3508328	1	NaN	
564.1908328	100	1	1	100			-564.1908328	1	NaN	
564.0308328	100	1	1	100			-564.0308328	1	NaN	
563.8708328	100	1	1	100			-563.8708328	1	NaN	
563.7108328	100	1	1	100			-563.7108328	1	NaN	
563.5508328	100	1	1	100			-563.5508328	1	NaN	
563.3908328	100	1	1	100			-563.3908328	1	NaN	
563.2308328	100	1	1	100			-563.2308328	1	NaN	
563.0708328	100	1	1	100			-563.0708328	1	NaN	
562.9108328	100	1	1	100			-562.9108328	1	NaN	
562.7508328	100	1	1	100			-562.7508328	1	NaN	
562.5908328	100	1	1	100			-562.5908328	1	NaN	
562.4308328	100	1	1	100			-562.4308328	1	NaN	
562.2708328	100	1	1	100			-562.2708328	1	NaN	
562.1108328	100	1	1	100			-562.1108328	1	NaN	
561.9508328	100	1	1	100			-561.9508328	1	NaN	
561.7908328	100	1	1	100			-561.7908328	1	NaN	
561.6308328	100	1	1	100			-561.6308328	1	NaN	
561.4708328	100	1	1	100			-561.4708328	1	NaN	
561.3108328	100	1	1	100			-561.3108328	1	NaN	
561.1508328	100	1	1	100			-561.1508328	1	NaN	
560.9908328	100	1	1	100			-560.9908328	1	NaN	
560.8308328	100	1	1	100			-560.8308328	1	NaN	
560.6708328	100	1	1	100			-560.6708328	1	NaN	
560.5108328	100	1	1	100			-560.5108328	1	NaN	
560.3508328	100	1	1	100			-560.3508328	1	NaN	
560.1908328	100	1	1	100			-560.1908328	1	NaN	
560.0308328	100	1	1	100			-560.0308328	1	NaN	
559.8708328	100	1	1	100			-559.8708328	1	NaN	
559.7108328	100	1	1	100			-559.7108328	1	NaN	
559.5508328	100	1	1	100			-559.5508328	1	NaN	
559.3908328	100	1	1	100			-559.3908328	1	NaN	
559.2308328	100	1	1	100			-559.2308328	1	NaN	
559.0708328	100	1	1	100			-559.0708328	1	NaN	
558.9108328	100	1	1	100			-558.9108328	1	NaN	
558.7508328	100	1	1	100			-558.7508328	1	NaN	
558.5908328	100	1	1	100			-558.5908328	1	NaN	
558.4308328	100	1	1	100			-558.4308328	1	NaN	
558.2708328	100	1	1	100			-558.2708328	1	NaN	
558.1108328	100	1	1	100			-558.1108328	1	NaN	
557.9508328	100	1	1	100			-557.9508328	1	NaN	
557.7908328	100	1	1	100			-557.7908328	1	NaN	
557.6308328	100	1	1	100			-557.6308328	1	NaN	
557.4708328	100	1	1	100			-557.4708328	1	NaN	
557.3108328	100	1	1	100			-557.3108328	1	NaN	
557.1508328	100	1	1	100			-557.1508328	1	NaN	
556.9908328	100	1	1	100			-556.9908328	1	NaN	
556.8308328	100	1	1	100			-556.8308328	1	NaN	
556.6708328	100	1	1	100			-556.6708328	1	NaN	
556.5108328	100	1	1	100			-556.5108328	1	NaN	
556.3508328	100	1	1	100			-556.3508328	1	NaN	
556.1908328	100	1	1	100			-556.1908328	1	NaN	
556.0308328	100	1	1	100			-556.0308328	1	NaN	
555.8708328	100	1	1	100			-555.8708328	1	NaN	
555.7108328	100	1	1	100			-555.7108328	1	NaN	
555.5508328	100	1	1	100			-555.5508328	1	NaN	
555.3908328	100	1	1	100			-555.3908328	1	NaN	
555.2308328	100	1	1	100			-555.2308328	1	NaN	
555.0708328	100	1	1	100			-555.0708328	1	NaN	
554.9108328	100	1	1	100			-554.9108328	1	NaN	
554.7508328	100	1	1	100			-554.7508328	1	NaN	
554.5908328	100	1	1	100			-554.5908328	1	NaN	
554.4308328	100	1	1	100			-554.4308328	1	NaN	
554.2708328	100	1	1	100			-554.2708328	1	NaN	
554.1108328	100	1	1	100			-554.1108328	1	NaN	
553.9508328	100	1	1	100			-553.9508328	1	NaN	
553.7908328	100	1	1	100			-553.7908328	1	NaN	
553.6308328	100	1	1	100			-553.6308328	1	NaN	
553.4708328	100	1	1	100			-553.4708328	1	NaN	
553.3108328	100	1	1	100			-553.3108328	1	NaN	
553.1508328	100	1	1	100			-553.1508328	1	NaN	
552.9908328	100	1	1	100			-552.9908328	1	NaN	
552.8308328	100	1	1	100			-552.8308328	1	NaN	
552.6708328	100	1	1	100			-552.6708328	1	NaN	
552.5108328	100	1	1	100			-552.5108328	1	NaN	
552.3508328	100	1	1	100			-552.3508328	1	NaN	
552.1908328	100	1	1	100			-552.1908328	1	NaN	
552.0308328	100	1	1	100			-552.0308328	1	NaN	
551.8708328	100	1	1	100			-551.8708328	1	NaN	
551.7108328	100	1	1	100			-551.7108328	1	NaN	
551.5508328	100	1	1	100			-551.5508328	1	NaN	
551.3908328	100	1	1	100			-551.3908328	1	NaN	
551.2308328	100	1	1	100			-551.2308328	1	NaN	
551.0708328	100	1	1	100			-551.0708328	1	NaN	
550.9108328	100	1	1	100			-550.9108328	1	NaN	
550.7508328	100	1	1	100			-550.7508328	1	NaN	
550.5908328	100	1	1	100			-550.5908328	1	NaN	
550.4308328	100	1	1	100			-550.4308328	1	NaN	
550.2708328	100	1	1	100			-550.2708328	1	NaN	
550.1108328	100	1	1	100			-550.1108328	1	NaN	
549.9508328	100	1	1	100			-549.9508328	1	NaN	
549.7908328	100	1	1	100			-549.7908328	1	NaN	
549.6308328	100	1	1	100			-549.6308328	1	NaN	
549.4708328	100	1	1	100			-549.4708328	1	NaN	
549.3108328	100	1	1	100			-549.3108328	1	NaN	
549.1508328	100	1	1	100			-549.1508328	1	NaN	
548.9908328	100	1	1	100			-548.9908328	1	NaN	
548.8308328	100	1	1	100			-548.8308328	1	NaN	
548.6708328	100	1	1	100			-548.6708328	1	NaN	
548.5108328	100	1	1	100			-548.5108328	1	NaN	
548.3508328	100	1	1	100			-548.3508328	1	NaN	
548.1908328	100	1	1	100			-548.1908328	1	NaN	
548.0308328	100	1	1	100			-548.0308328	1	NaN	
547.8708328	100	1	1	100			-547.8708328	1	NaN	
547.7108328	100	1	1	100			-547.7108328	1	NaN	
547.5508328	100	1	1	100			-547.5508328	1	NaN	
547.3908328	100	1	1	100			-547.3908328	1	NaN	
547.2308328	100	1	1	100			-547.2308328	1	NaN	
547.0708328	100	1	1	100			-547.0708328	1	NaN	
546.9108328	100	1	1	100			-546.9108328	1	NaN	
546.7508328	100	1	1	100			-546.7508328	1	NaN	
546.5908328	100	1	1	100			-546.5908328	1	NaN	
546.4308328	100	1	1	100			-546.4308328	1	NaN	
546.2708328	100	1	1	100			-546.2708328	1	NaN	
546.1108328	100	1	1	100			-546.1108328	1	NaN	
545.9508328	100	1	1	100			-545.9508328	1	NaN	
545.7908328	100	1	1	100			-545.7908328	1	NaN	
545.6308328	100	1	1	100			-545.6308328	1	NaN	
545.4708328	100	1	1	100			-545.4708328	1	NaN	
545.3108328	100	1	1	100			-545.3108328	1	NaN	
545.1508328	100	1	1	100			-545.1508328	1	NaN	
544.9908328	100	1	1	100			-544.9908328	1	NaN	
544.8308328	100	1	1	100			-544.8308328	1	NaN	
544.6708328	100	1	1	100			-544.6708328	1	NaN	
544.5108328	100	1	1	100			-544.5108328	1	NaN	
544.3508328	100	1	1	100			-544.3508328	1	NaN	
544.1908328	100	1	1	100			-544.1908328	1	NaN	
544.0308328	100	1	1	100			-544.0308328	1	NaN	
543.8708328	100	1	1	100			-543.8708328	1	NaN	
543.7108328	100	1	1	100			-543.7108328	1	NaN	
543.5508328	100	1	1	100			-543.5508328	1	NaN	
543.3908328	100	1	1	100			-543.3908328	1	NaN	
543.2308328	100	1	1	100			-543.2308328	1	NaN	
543.0708328	100	1	1	100			-543.0708328	1	NaN	
542.9108328	100	1	1	100			-542.9108328	1	NaN	
542.7508328	100	1	1	100			-542.7508328	1	NaN	
542.5908328	100	1	1	100			-542.5908328	1	NaN	
542.4308328	100	1	1	100			-542.4308328	1	NaN	
542.2708328	100	1	1	100			-542.2708328	1	NaN	
542.1108328	100	1	1	100			-542.1108328	1	NaN	
541.9508328	100	1	1	100			-541.9508328	1	NaN	
541.7908328	100	1	1	100			-541.7908328	1	NaN	
541.6308328	100	1	1	100			-541.6308328	1	NaN	
541.4708328	100	1	1	100			-541.4708328	1	NaN	
541.3108328	100	1	1	100			-541.3108328	1	NaN	
541.1508328	100	1	1	100			-541.1508328	1	NaN	
540.9908328	100	1	1	100			-540.9908328	1	NaN	
540.8308328	100	1	1	100			-540.8308328	1	NaN	
540.6708328	100	1	1	100			-540.6708328	1	NaN	
540.5108328	100	1	1	100			-540.5108328	1	NaN	
540.3508328	100	1	1	100			-540.3508328	1	NaN	
540.1908328	100	1	1	100			-540.1908328	1	NaN	
540.0308328	100	1	1	100			-540.0308328	1	NaN	
539.8708328	100	1	1	100			-539.8708328	1	NaN	
539.7108328	100	1	1	100			-539.7108328	1	NaN	
539.5508328	100	1	1	100			-539.5508328	1	NaN	
539.3908328	100	1	1	100			-539.3908328	1	NaN	
539.2308328	100	1	1	100			-539.2308328	1	NaN	
539.0708328	100	1	1	100			-539.0708328	1	NaN	
538.9108328	100	1	1	100			-538.9108328	1	NaN	
538.7508328	100	1	1	100			-538.7508328	1	NaN	
538.5908328	100	1	1	100			-538.5908328	1	NaN	
